1.0124,0,0.55551
1.0137,0,0.42831
1.0703,0,0.58803
1.3177,0,0.71638
1.6384,3.0333,0.54962
1.5698,6.6083,0.69935
1.3916,8.6417,0.43276
1.4572,9.7083,0.52274
1.4217,10.6,0.52473
1.3986,10.408,0.49901
1.3778,8.0167,0.46606
1.3843,3.7417,0.3451
1.4605,1.2333,0.62732
1.7201,0,0.24159
2.1989,0,0.57077
2.5982,0,0.41556
2.4961,0,0.52618
2.3256,0,0.21908
2.1463,0,0.58056
1.8248,0,0.85746
1.5093,0,0.91916
1.196,0,0.74888
1.0679,0,0.97555
1.0161,0,0.80341
0.99009,0,0.91965
0.97119,0,0.97462
1.0061,0,0.93295
1.2226,0.0083333,1.0079
1.5464,1.1333,1.0133
1.5134,1.0667,0.87145
1.3456,1.9917,0.95948
1.4114,5.6833,0.84748
1.3877,5.725,0.80826
1.3667,6.7917,0.95933
1.346,4.3083,0.88446
1.3498,4.25,0.82594
1.4259,1.5417,0.76952
1.6896,0,0.57091
2.2408,0,0.53164
2.5879,0,0.69925
2.4846,0,0.79585
2.318,0,0.79567
2.1467,0,0.66248
1.8313,0,0.58639
1.5227,0,0.65226
1.2165,0,0.56121
1.0955,0,0.45586
1.0508,0,0.3082
1.0423,0,0.4839
1.0415,0,0.52783
1.0962,0,0.43995
1.3096,0,0.49208
1.6476,2.9417,0.36721
1.5729,6.4583,0.48207
1.3921,8.8333,0.4061
1.3844,10.375,0.51703
1.4729,10.8,0.80147
1.3988,10.083,0.67587
1.3667,6.3583,0.71004
1.3655,5.8167,0.64436
1.4421,3.0583,0.51965
1.7117,0.066667,0.41518
2.2722,0,0.55088
2.5554,0,0.50609
2.5121,0,0.60671
2.3634,0,0.78194
2.1975,0,0.87368
1.8847,0,0.75984
1.5781,0,0.7792
1.2733,0,0.79695
1.1525,0,0.48141
1.1086,0,0.56641
1.1002,0,0.52421
1.0992,0,0.51859
1.1538,0,0.6555
1.3705,0.0083333,0.61686
1.7161,2.5,0.45448
1.6461,5.375,0.43744
1.4671,5.9917,0.51062
1.4592,5.8917,0.56116
1.5362,2.6583,0.61236
1.476,2.7333,0.57104
1.4502,5.1333,0.66329
1.4507,0.05,0.74755
1.522,0.25833,0.53198
1.7821,0,0.66224
2.2624,0,0.60659
2.6759,0,0.54796
2.5739,0,0.60219
2.4104,0,0.49663
2.2404,0,0.54839
1.9279,0,0.48124
1.6222,0,0.68636
1.3242,0,0.5535
1.2003,0,0.40154
1.1544,0,0.72023
1.1442,0,0.55472
1.1445,0,0.64025
1.2005,0,0.61526
1.4213,0,0.62295
1.7747,3.2917,0.55984
1.7116,6.85,0.7871
1.5372,9.375,0.68191
1.5708,10.308,0.7963
1.5578,11.208,0.86288
1.5271,9.3083,0.78967
1.4952,8.4167,0.89458
1.4899,5.5833,0.9001
1.557,3.5833,0.82195
1.8139,0.13333,0.70071
2.2922,0,1.0268
2.6964,0,0.84805
2.5919,0,0.89754
2.424,0,0.9495
2.2455,0,0.87793
1.9164,0,0.73809
1.5876,0,0.78852
1.2682,0,0.83819
1.141,0,0.81098
1.0917,0,0.67961
1.0768,0,0.67173
1.0701,0,0.35903
1.1184,0,0.1565
1.3352,0,0.057823
1.6836,3.5417,0.040291
1.6224,7.2333,0.042548
1.4522,9.1417,0.029665
1.4493,10.817,0.045481
1.5361,10.917,0.070658
1.4624,10.567,0.21091
1.4282,8.2417,0.37907
1.4251,6.8667,0.3917
1.4956,3.475,0.29161
1.7556,0.2,0.10655
2.2364,0,0.0092988
2.5701,0,0.00086219
2.531,0,0.0032118
2.3766,0,0.21751
2.2091,0,0.51613
1.8875,0,0.65745
1.5678,0,0.73455
1.2455,0,0.99654
1.1229,0,0.93054
1.0765,0,0.94497
1.0679,0,0.84665
1.0674,0,0.94211
1.1225,0,0.84073
1.3387,0,0.82192
1.6821,1.7333,0.77683
1.6115,5.35,0.73964
1.4366,5.0583,0.69928
1.5098,4.0083,0.65549
1.4743,2.4417,0.53169
1.4542,5.0083,0.58108
1.4349,3.375,0.5473
1.4438,3.5167,0.64061
1.5188,0.83333,0.76575
1.7803,0,0.88053
2.2602,0,0.7324
2.6764,0,0.78421
2.583,0,0.77333
2.4243,0,0.7697
2.2537,0,0.76455
1.9384,0,0.70541
1.6284,0,0.91707
1.3115,0,0.80733
1.1782,0,0.78779
1.1209,0,0.68548
1.1036,0,0.60262
1.0937,0,0.56434
1.1399,0,0.73694
1.3795,0.041667,0.89037
1.6643,2.8833,0.7312
1.6116,6.4083,0.66687
1.4285,6.9083,0.74392
1.4771,6.5417,0.6622
1.4368,7.2167,0.62146
1.3969,6.0417,0.59408
1.3592,7.1833,0.61987
1.3469,6.6667,0.49616
1.4128,3.6167,0.63537
1.6702,0.175,0.33326
2.2018,0,0.034243
2.4832,0,0.15027
2.4302,0,0.36128
2.2645,0,0.28506
2.0882,0,0.090372
1.7678,0,0.12682
1.4532,0,0.096789
1.145,0,0.075559
1.0235,0,0.035862
0.97975,0,0.073583
0.97673,0,0.28761
0.97674,0,0.38484
1.0371,0,0.30981
1.2626,0,0.29727
1.6017,1.2833,0.38184
1.5414,6.1417,0.34852
1.3638,10.3,0.25094
1.3531,11.4,0.42559
1.4235,11.933,0.43847
1.359,11.358,0.61355
1.3312,9.925,0.59113
1.3337,7.3917,0.7592
1.4069,3.7417,0.50074
1.6673,0.125,0.58782
2.147,0,0.59241
2.5363,0,0.53115
2.45,0,0.68736
2.2864,0,0.82452
2.115,0,0.75196
1.7965,0,0.62473
1.4858,0,0.63227
1.1748,0,0.65273
1.0492,0,0.51571
1.0007,0,0.52686
0.9888,0,0.34381
0.98301,0,0.39069
1.0333,0,0.22956
1.2484,0,0.21681
1.5894,3.2833,0.18839
1.5266,6.8667,0.2152
1.3494,8.7917,0.22708
1.4084,10.183,0.26572
1.3767,10.725,0.44749
1.3541,10.425,0.55569
1.3324,9.4,0.65631
1.3369,7.0583,0.589
1.3978,3.675,0.52775
1.6444,0.23333,0.64452
2.1683,0,0.77452
2.437,0,0.78582
2.3709,0,0.67555
2.1969,0,0.73898
2.0154,0,0.73043
1.689,0,0.70233
1.3705,0,0.62546
1.0599,0,0.5266
0.93476,0,0.54421
0.88769,0,0.67941
0.88104,0,0.61686
0.88953,0,0.33435
0.95311,0,0.28579
1.1981,0,0.35566
1.4954,3.1333,0.35625
1.4519,6.8417,0.43372
1.2822,8.15,0.35142
1.3408,9.4,0.37747
1.3191,8.5417,0.47143
1.2972,9.7167,0.5902
1.2716,8.725,0.67949
1.2711,6.9167,0.57245
1.3449,3.725,0.62408
1.6079,0.25833,0.66238
2.1513,0,0.85955
2.4941,0,0.89266
2.3949,0,0.88541
2.226,0,0.91583
2.0546,0,0.83522
1.7405,0,0.80666
1.4345,0,0.80001
1.1288,0,0.43363
0.99076,0,0
0.93212,0,0.87126
0.92433,0,0.70298
0.93654,0,0.58409
1.005,0,0.64305
1.2589,0.0083333,0.66136
1.5641,0.99167,0.62641
1.5311,3.5167,0.65621
1.3699,4.1833,0.66538
1.4348,3.4667,0.78329
1.4671,2.7333,0.4652
1.3888,5.8833,0
1.3548,6.125,0
1.3534,5.425,0
1.4189,2.65,0.44792
1.6716,0.083333,0.62033
2.2032,0,0.87369
2.4707,0,0.58833
2.4021,0,0.41737
2.2259,0,0.31613
2.0355,0,0.48415
1.6905,0,0.52084
1.3462,0,0.49765
1.015,0,0.6462
0.87591,0,0.69195
0.81635,0,0.69662
0.79265,0,0.75225
0.78526,0,0.74545
0.83153,0,0.77329
1.0721,0,0.34877
1.3932,0.0083333,0.1703
1.3727,0.575,0.12724
1.2112,0.64167,0.084003
1.2552,0.725,0.04131
1.2428,1.2417,0.018537
1.2194,0.98333,0.22152
1.1951,1.0167,0.59909
1.203,0.375,0.66505
1.2692,0.033333,0.63644
1.528,0,0.59198
2.0576,0,0.47849
2.3955,0,0.26864
2.3068,0,0.30983
2.14,0,0.57508
1.9664,0,0.75416
1.6408,0,0.72082
1.3157,0,0.91757
0.99879,0,0.81403
0.8854,0,0.88723
0.85033,0,0.73913
0.84037,0,0.8459
0.83763,0,0.62766
0.88807,0,0.47883
1.1007,0,0.30111
1.4325,1.95,0.090506
1.3681,3.8167,0.015044
1.1927,3.5333,0.0094897
1.2439,0.36667,0.0069066
1.2294,0.7,0.00038704
1.2098,2.05,0.00036097
1.1885,2.1417,0.0010263
1.1936,1.7667,0.17438
1.2635,0.925,0.4357
1.5192,0,0.28938
2.0442,0,0.23397
2.3309,0,0.19128
2.2767,0,0.16615
2.1119,0,0.14704
1.9412,0,0.12498
1.6239,0,0.12522
1.3162,0,0.44654
1.0102,0,0.69594
0.88961,0,0.67608
0.84654,0,0.57372
0.86535,0,0.47763
0.89975,0,0.23817
0.9965,0,0.10465
1.2538,0,0.019015
1.5672,1.575,0
1.5374,3.95,0.0085229
1.3715,5.8,0.063698
1.4202,10.125,0.049654
1.4526,11.708,0.069258
1.3978,10.825,0.33598
1.3764,10.125,0.56896
1.386,7.7917,0.62835
1.4579,3.9167,0.57499
1.7158,0.35833,0.45578
2.1972,0,0.60431
2.5856,0,0.64147
2.4936,0,0.47567
2.3255,0,0.40857
2.1484,0,0.26654
1.8254,0,0.13104
1.5099,0,0.097955
1.1979,0,0.11067
1.0725,0,0.12073
1.025,0,0.14749
1.0128,0,0.24581
1.0099,0,0.22744
1.0618,0,0.20403
1.3045,0.0083333,0.17126
1.5942,3.5167,0.15438
1.5467,7.5833,0.12018
1.3656,9.8083,0.10352
1.4109,11.033,0.35917
1.3732,11.85,0.50855
1.3234,11.392,0.58103
1.2707,10.183,0.66417
1.2434,7.6667,0.72304
1.2921,4.0583,0.78194
1.5306,0.425,0.78512
2.0318,0,0.85612
2.3314,0,0.94364
2.2861,0,0.94334
2.1505,0,0.87143
1.9991,0,0.86242
1.7028,0,0.85149
1.4172,0,0.68505
1.1242,0,0.74485
1.0159,0,0.84563
0.98312,0,0.82098
0.98319,0,0.91213
0.99069,0,0.77451
1.0536,0,0.82733
1.3019,0.016667,0.85149
1.597,3.6083,0.67544
1.5534,7.425,0.74477
1.3828,9.6333,0.75159
1.4462,11.033,0.7437
1.4797,11.342,0.82491
1.4054,10.808,0.70932
1.3724,10,0.67541
1.3725,7.6833,0.70885
1.4456,4.1583,0.73489
1.7083,0.5,0.7365
2.2614,0,0.72863
2.54,0,0.92593
2.4928,0,0.76046
2.3367,0,0.84857
2.1672,0,0.63955
1.8507,0,0.46754
1.54,0,0.34101
1.2359,0,0.20859
1.117,0,0.16172
1.0761,0,0.1328
1.0666,0,0.13125
1.0645,0,0.19303
1.1175,0,0.07145
1.3329,0.025,0.014271
1.6758,2.6083,0.0016812
1.6056,5.3583,0
1.4294,9.425,0
1.4261,9.55,0.066165
1.5254,9.2833,0.42914
1.4524,9.975,0.4003
1.4192,9.775,0.6145
1.4225,7.5417,0.65651
1.4984,4.1667,0.67814
1.7643,0.41667,0.65123
2.25,0,0.39742
2.6652,0,0.25747
2.565,0,0.22146
2.4021,0,0.14102
2.2317,0,0.11802
1.9177,0,0.19367
1.6105,0,0.38219
1.3108,0,0.40028
1.1856,0,0.47657
1.1387,0,0.42042
1.1285,0,0.40801
1.1294,0,0.21542
1.1854,0,0.093069
1.4096,0.025,0.062498
1.7682,3.7167,0.025478
1.7109,7.1167,0.0053401
1.5431,9.4083,0.00069039
1.5391,10.508,0.10908
1.5568,10.967,0.47755
1.5374,11.042,0.29088
1.4933,9.6417,0.21415
1.5011,7.325,0.173
1.5703,4.0833,0.24967
1.8288,0.48333,0.29143
2.307,0,0.21524
2.6319,0,0.27483
2.5813,0,0.25126
2.4144,0,0.22202
2.2357,0,0.066894
1.9033,0,0.039767
1.5715,0,0.043971
1.2464,0,0.02564
1.1122,0,0.03753
1.0563,0,0.045661
1.0345,0,0.15428
1.0231,0,0.14389
1.067,0,0.25619
1.288,0.025,0.32327
1.566,2.35,0.38975
1.5049,5.4083,0.47483
1.3202,3.9583,0.53942
1.3495,0.525,0.58994
1.3068,1.65,0.59766
1.2781,3.1417,0.5739
1.2512,1.0167,0.56321
1.2567,0.23333,0.80113
1.3341,0.625,0.71749
1.595,0.058333,0.78644
2.1275,0,0.7579
2.4227,0,0.963
2.381,0,0.75479
2.2309,0,0.58844
2.0678,0,0.8371
1.7517,0,0.69795
1.4371,0,0.6161
1.1154,0,0.57485
0.99278,0,0.44128
0.94535,0,0.36143
0.93795,0,0.44792
0.93868,0,0.61774
0.99643,0,0.62051
1.2409,0,0.60753
1.5336,0.0083333,0.93613
1.4867,0.18333,0.79029
1.3125,1.0583,0.87297
1.3079,1.8167,0.79171
1.3919,2.075,0.8857
1.3237,3.3917,0.63269
1.2917,2.6167,0.75099
1.2897,3.4917,0.77408
1.3581,2.6833,0.83915
1.6147,0.11667,0.91577
2.0903,0,0.91024
2.489,0,1.1222
2.403,0,0.86413
2.248,0,0.85604
2.0784,0,0.70872
1.7636,0,0.86569
1.4551,0,0.7636
1.1519,0,0.89186
1.0384,0,0.98736
1.0007,0,0.9199
0.99379,0,0.81457
0.99383,0,0.74616
1.0489,0,0.94236
1.2987,0.041667,0.88577
1.5943,3.8917,0.68172
1.5522,7.4667,0.63249
1.3822,10.292,0.88018
1.4502,11.35,0.7828
1.4169,11.425,0.8026
1.3987,11.292,0.93717
1.3834,10.458,0.70026
1.3956,8.225,0.62186
1.477,4.4083,0.66215
1.7427,0.575,0.76965
2.3032,0,0.67248
2.5765,0,0.74298
2.5268,0,0.70043
2.3692,0,0.79068
2.1991,0,0.632
1.8831,0,0.74552
